RefSeq mRNA	UniProt Gene Name	Strand	Associated Gene Name
NM_001012361	WDR31	-1	WDR31
	WDR31	-1	WDR31
	WDR31	-1	WDR31
NM_145241	WDR31	-1	WDR31
	WDR31	-1	WDR31
	WDR31	-1	WDR31
		-1	RP5-982E9.1
		-1	RP5-982E9.1
		-1	RP5-982E9.1
NM_138691	TMC1	1	TMC1
	TMC1	1	TMC1
	TMC1	1	TMC1
	TMC1	1	TMC1
	TMC1	1	TMC1
	TMC1	1	TMC1
	TMC1	1	TMC1
	TMC1	1	TMC1
NM_138691	TMC1	1	TMC1
NM_138691	TMC1	1	TMC1
	TMC1	1	TMC1
		1	AC005534.6
		1	AL353997.1
		-1	AC005534.8
		1	AL353997.5
		1	AL353997.5
NM_001199873	B4GALT3	-1	B4GALT3
NM_003779	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
NM_001199874	B4GALT3	-1	B4GALT3
NM_003779	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
	B4GALT3	-1	B4GALT3
		-1	AC005534.9
		-1	ZNF355P
		1	RP5-1121A15.3
		1	RP5-1121A15.4
NM_001164405	BHLHA9	1	BHLHA9
NM_152272	CHMP7	1	CHMP7
	CHMP7	1	CHMP7
	CHMP7	1	CHMP7
	CHMP7	1	CHMP7
	CHMP7	1	CHMP7
	CHMP7	1	CHMP7
	CHMP7	1	CHMP7
	CHMP7	1	CHMP7
	CHMP7	1	CHMP7
NM_152272	CHMP7	1	CHMP7
		1	RP5-1121A15.1
NM_153028	ZNF75A	1	ZNF75A
	ZNF75A	1	ZNF75A
NM_172367	TUSC5	1	TUSC5
		1	AJ239321.3
		1	FGF7P2
		-1	RP4-639J15.1
NM_001040078	LGALS9C	1	LGALS9C
	LGALS9C	1	LGALS9C
	SLC25A23	-1	SLC25A23
	SLC25A23	-1	SLC25A23
NM_024103	SLC25A23	-1	SLC25A23
	SLC25A23	-1	SLC25A23
	SLC25A23	-1	SLC25A23
		-1	ANKRD30BP1
		-1	ANKRD30BP1
		-1	RP4-639J15.2
	MBD4	-1	MBD4
NM_003925	MBD4	-1	MBD4
	MBD4	-1	MBD4
	MBD4	-1	MBD4
	MBD4	-1	MBD4
	MBD4	-1	MBD4
	MBD4	-1	MBD4
	MBD4	-1	MBD4
	MBD4	-1	MBD4
	MBD4	-1	MBD4
NM_207171	POGZ	-1	POGZ
	POGZ	-1	POGZ
NM_015100	POGZ	-1	POGZ
NM_145796	POGZ	-1	POGZ
NM_001194937	POGZ	-1	POGZ
NM_001194938	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
NM_207171	POGZ	-1	POGZ
	POGZ	-1	POGZ
	POGZ	-1	POGZ
	TMEM236	1	AL928729.1
	TMEM236	1	AL928729.1
	TMEM236	1	AL928729.1
	TMEM236	1	AL928729.1
		1	RP4-814D15.2
		-1	RP4-814D15.1
		1	AC008271.1
		1	AC008271.1
		1	AC008271.1
NM_001001711	DDI1	1	DDI1
		-1	RP5-1142J19.2
NM_000330	RS1	-1	RS1
	RS1	-1	RS1
		-1	RP5-1142J19.1
NM_000485	APRT	-1	APRT
NM_001030018	APRT	-1	APRT
NM_030979	PABPC3	1	PABPC3
NM_015133	MAPK8IP3	1	MAPK8IP3
NM_001040439	MAPK8IP3	1	MAPK8IP3
NM_001004486	OR13H1	1	OR13H1
NM_016301	GPN3	-1	GPN3
NM_001164373	GPN3	-1	GPN3
	GPN3	-1	GPN3
	GPN3	-1	GPN3
	GPN3	-1	GPN3
	GPN3	-1	GPN3
	GPN3	-1	GPN3
	GPN3	-1	GPN3
NM_001164372	GPN3	-1	GPN3
	HPCA	1	HPCA
	HPCA	1	HPCA
NM_002143	HPCA	1	HPCA
	HPCA	1	HPCA
	HPCA	1	HPCA
NM_006761	YWHAE	-1	YWHAE
	YWHAE	-1	YWHAE
	YWHAE	-1	YWHAE
	YWHAE	-1	YWHAE
	YWHAE	-1	YWHAE
	YWHAE	-1	YWHAE
	YWHAE	-1	YWHAE
	YWHAE	-1	YWHAE
NM_001191016	CASP12	-1	CASP12
	CASP12	-1	CASP12
	CASP12	-1	CASP12
	CASP12	-1	CASP12
	CASP12	-1	CASP12
	CASP12	-1	CASP12
	CASP12	-1	CASP12
	CASP12	-1	CASP12
	CASP12	-1	CASP12
	CASP12	-1	CASP12
	CASP12	-1	CASP12
NM_014646	LPIN2	-1	LPIN2
	LPIN2	-1	LPIN2
	LPIN2	-1	LPIN2
NM_005378	N-MYC	1	MYCN
	N-MYC	1	MYCN
NM_005378	MYCN	1	MYCN
	MYCN	1	MYCN
NM_016542	MST4	1	AL109749.1
	MST4	1	AL109749.1
	MST4	1	AL109749.1
NM_001042453	MST4	1	AL109749.1
NM_001042452	MST4	1	AL109749.1
NM_001080478	LRRC14B	1	LRRC14B
NM_199138	FAM123A	-1	FAM123A
NM_152704	FAM123A	-1	FAM123A
NM_199138	FAM123A	-1	FAM123A
	PERB11.1	1	MICA
	PERB11.1	1	MICA
	PERB11.1	1	MICA
	PERB11.1	1	MICA
	PERB11.1	1	MICA
	PERB11.1	1	MICA
	PERB11.1	1	MICA
	MICA	1	MICA
	MICA	1	MICA
	MICA	1	MICA
	MICA	1	MICA
	MICA	1	MICA
	MICA	1	MICA
	MICA	1	MICA
NM_006666	RUVBL2	1	RUVBL2
	RUVBL2	1	RUVBL2
		1	RP11-414P19.1
NM_014924	ATG14	-1	ATG14
	RP11-108L7.9	-1	PDZD7
	RP11-108L7.9	-1	PDZD7
NM_024895	RP11-108L7.9	-1	PDZD7
	RP11-108L7.9	-1	PDZD7
	RP11-108L7.9	-1	PDZD7
NM_001195263	RP11-108L7.9	-1	PDZD7
	PDZD7	-1	PDZD7
	PDZD7	-1	PDZD7
NM_024895	PDZD7	-1	PDZD7
	PDZD7	-1	PDZD7
	PDZD7	-1	PDZD7
NM_001195263	PDZD7	-1	PDZD7
NM_000512	DKFZP686M2125	-1	GALNS
	DKFZP686M2125	-1	GALNS
	DKFZP686M2125	-1	GALNS
NM_000512	GALNS	-1	GALNS
	GALNS	-1	GALNS
	GALNS	-1	GALNS
NM_020721	KIAA1210	-1	RP13-347D8.6
		-1	GTF2IP2
	PPEF1	1	PPEF1
NM_006240	PPEF1	1	PPEF1
	PPEF1	1	PPEF1
	PPEF1	1	PPEF1
	PPEF1	1	PPEF1
	PPEF1	1	PPEF1
	PPEF1	1	PPEF1
	PPEF1	1	PPEF1
	PPEF1	1	PPEF1
NM_152226	PPEF1	1	PPEF1
	PPEF1	1	PPEF1
	PPEF1	1	PPEF1
	TMEM54	-1	TMEM54
NM_033504	TMEM54	-1	TMEM54
	TMEM54	-1	TMEM54
	TMEM54	-1	TMEM54
	TMEM54	-1	TMEM54
	TMEM54	-1	TMEM54
	TMEM54	-1	TMEM54
		1	VN1R8P
NM_004685	MTMR6	-1	MTMR6
	MTMR6	-1	MTMR6
	MTMR6	-1	MTMR6
	MTMR6	-1	MTMR6
	MTMR6	-1	MTMR6
	HAT1	1	HAT1
	HAT1	1	HAT1
	HAT1	1	HAT1
NM_003642	HAT1	1	HAT1
	HAT1	1	HAT1
	HAT1	1	HAT1
	HAT1	1	HAT1
	BCKDHB	1	BCKDHB
NM_000056	BCKDHB	1	BCKDHB
NM_183050	BCKDHB	1	BCKDHB
NM_000056	BCKDHB	1	BCKDHB
NM_183050	BCKDHB	1	BCKDHB
	BCKDHB	1	BCKDHB
	BCKDHB	1	BCKDHB
	BCKDHB	1	BCKDHB
	BCKDHB	1	BCKDHB
	BCKDHB	1	BCKDHB
NM_001114726	PRRT4	-1	PRRT4
	PRRT4	-1	PRRT4
	PRRT4	-1	PRRT4
	PRRT4	-1	PRRT4
	PRRT4	-1	PRRT4
NM_001174164	PRRT4	-1	PRRT4
NM_001174164	PRRT4	-1	PRRT4
	PRRT4	-1	PRRT4
NM_145265	CCDC127	-1	CCDC127
	CCDC127	-1	CCDC127
	FABP12	-1	FABP12
NM_001105281	FABP12	-1	FABP12
		-1	RP11-973F15.1
NM_005266	GJA5	-1	GJA5
NM_181703	GJA5	-1	GJA5
	GJA5	-1	GJA5
NM_005266	GJA5	-1	GJA5
NM_181703	GJA5	-1	GJA5
	HDDC3	-1	HDDC3
NM_198527	HDDC3	-1	HDDC3
	HDDC3	-1	HDDC3
NM_174932	BPIL2	-1	BPIFC
	BPIL2	-1	BPIFC
NM_174932	BPIL2	-1	BPIFC
	BPIL2	-1	BPIFC
	BPIL2	-1	BPIFC
NM_024761	MOBKL2B	-1	MOBKL2B
NM_004394	DAP	-1	DAP
	DAP	-1	DAP
	DAP	-1	DAP
	DAP	-1	DAP
	DAP	-1	DAP
	DAP	-1	DAP
	NRCAM	-1	NRCAM
NM_005010	NRCAM	-1	NRCAM
NM_001193583	NRCAM	-1	NRCAM
NM_001037132	NRCAM	-1	NRCAM
	NRCAM	-1	NRCAM
	NRCAM	-1	NRCAM
	NRCAM	-1	NRCAM
	NRCAM	-1	NRCAM
	NRCAM	-1	NRCAM
	NRCAM	-1	NRCAM
	NRCAM	-1	NRCAM
	NRCAM	-1	NRCAM
	NRCAM	-1	NRCAM
	NRCAM	-1	NRCAM
NM_001037132	NRCAM	-1	NRCAM
NM_001193584	NRCAM	-1	NRCAM
	NRCAM	-1	NRCAM
NM_001193582	NRCAM	-1	NRCAM
	NRCAM	-1	NRCAM
	NRCAM	-1	NRCAM
	MZT2B	1	MZT2B
	MZT2B	1	MZT2B
NM_025029	MZT2B	1	MZT2B
NM_001085365	MZT2B	1	MZT2B
	MZT2B	1	MZT2B
	MZT2B	1	MZT2B
	MZT2B	1	MZT2B
	MZT2B	1	MZT2B
	MZT2B	1	MZT2B
NM_001098426	SMARCD2	-1	SMARCD2
	SMARCD2	-1	SMARCD2
	SMARCD2	-1	SMARCD2
	SMARCD2	-1	SMARCD2
	HLA-DMB	-1	HLA-DMB
	HLA-DMB	-1	HLA-DMB
	HLA-DMB	-1	HLA-DMB
	HLA-DMB	-1	HLA-DMB
	HLA-DMB	-1	HLA-DMB
	HLA-DMB	-1	HLA-DMB
	HLA-DMB	-1	HLA-DMB
	HLA-DMB	-1	HLA-DMB
	HLA-DMB	-1	HLA-DMB
	HLA-DMB	-1	HLA-DMB
	HLA-DMB	-1	HLA-DMB
	HLA-DMB	-1	HLA-DMB
NM_012368	OR2C1	1	OR2C1
NM_005127	CLEC2B	-1	CLEC2B
	CLEC2B	-1	CLEC2B
	CLEC2B	-1	CLEC2B
	CLEC2B	-1	CLEC2B
	PERB11.1	1	MICA
	PERB11.1	1	MICA
	PERB11.1	1	MICA
	PERB11.1	1	MICA
	PERB11.1	1	MICA
	PERB11.1	1	MICA
	PERB11.1	1	MICA
	MICA	1	MICA
	MICA	1	MICA
	MICA	1	MICA
	MICA	1	MICA
	MICA	1	MICA
	MICA	1	MICA
	MICA	1	MICA
NM_030797	DKFZP566A1524	-1	FAM49A
NM_030797	DKFZP566A1524	-1	FAM49A
	DKFZP566A1524	-1	FAM49A
	DKFZP566A1524	-1	FAM49A
	DKFZP566A1524	-1	FAM49A
NM_030797	DKFZP566A1524	-1	FAM49A
NM_030797	FAM49A	-1	FAM49A
NM_030797	FAM49A	-1	FAM49A
	FAM49A	-1	FAM49A
	FAM49A	-1	FAM49A
	FAM49A	-1	FAM49A
NM_030797	FAM49A	-1	FAM49A
NM_199047	TBPL2	-1	TBPL2
	TBPL2	-1	TBPL2
NM_022355	DPEP2	-1	DPEP2
NM_022355	DPEP2	-1	DPEP2
	DPEP2	-1	DPEP2
	DPEP2	-1	DPEP2
NM_153341	RNF19B	-1	RNF19B
NM_001127361	RNF19B	-1	RNF19B
	RNF19B	-1	RNF19B
	RNF19B	-1	RNF19B
NM_000425	L1CAM	-1	L1CAM
NM_024003	L1CAM	-1	L1CAM
NM_001143963	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
NM_024003	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
NM_000425	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
NM_001143963	L1CAM	-1	L1CAM
	L1CAM	-1	L1CAM
NM_001192	TNFRSF17	1	TNFRSF17
	TNFRSF17	1	TNFRSF17
	TNFRSF17	1	TNFRSF17
		1	AC006372.4
NM_023003	TM6SF1	1	TM6SF1
	TM6SF1	1	TM6SF1
NM_001144903	TM6SF1	1	TM6SF1
	TM6SF1	1	TM6SF1
	TM6SF1	1	TM6SF1
	C11ORF73	1	C11orf73
NM_016401	C11ORF73	1	C11orf73
	C11ORF73	1	C11orf73
	C11ORF73	1	C11orf73
	C11ORF73	1	C11orf73
	C11ORF73	1	C11orf73
	C11ORF73	1	C11orf73
	C11ORF73	1	C11orf73
		1	RP11-713C19.1
NM_021920	SCT	-1	SCT
NM_001190476	MTRNR2L4	-1	MTRNR2L4
		-1	RP11-608B3.1
NM_033626	CCDC120	1	CCDC120
	CCDC120	1	CCDC120
	CCDC120	1	CCDC120
NM_001163322	CCDC120	1	CCDC120
NM_001163321	CCDC120	1	CCDC120
NM_001163323	CCDC120	1	CCDC120
NM_033626	JM11	1	CCDC120
	JM11	1	CCDC120
	JM11	1	CCDC120
NM_001163322	JM11	1	CCDC120
NM_001163321	JM11	1	CCDC120
NM_001163323	JM11	1	CCDC120
NM_004168	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
	SDHA	1	SDHA
		-1	RP11-366H4.3
NM_001058	TACR1	-1	TACR1
NM_015727	TACR1	-1	TACR1
	TACR1	-1	TACR1
	FAM106A	-1	FAM106A
		1	RP11-366H4.1
NM_174933	PHYHD1	1	PHYHD1
NM_001100876	PHYHD1	1	PHYHD1
	PHYHD1	1	PHYHD1
	PHYHD1	1	PHYHD1
NM_174933	PHYHD1	1	PHYHD1
	PHYHD1	1	PHYHD1
NM_001100877	PHYHD1	1	PHYHD1
	PHYHD1	1	PHYHD1
	PHYHD1	1	PHYHD1
	PHYHD1	1	PHYHD1
	PHYHD1	1	PHYHD1
	PHYHD1	1	PHYHD1
	PHYHD1	1	PHYHD1
NM_001100877	PHYHD1	1	PHYHD1
NM_001039397	TBC1D28	-1	TBC1D28
NM_001039397	TBC1D28	-1	TBC1D28
NM_000797	DRD4	1	DRD4
	DRD4	1	DRD4
NM_001199159	PI16	1	PI16
NM_153370	PI16	1	PI16
	PI16	1	PI16
	PI16	1	PI16
	PI16	1	PI16
NM_080616	C20ORF112	-1	C20orf112
	C20ORF112	-1	C20orf112
	C20ORF112	-1	C20orf112
	C20ORF112	-1	C20orf112
	C20ORF112	-1	C20orf112
	C20ORF112	-1	C20orf112
	C20ORF112	-1	C20orf112
	C20ORF112	-1	C20orf112
	C20ORF112	-1	C20orf112
	C20ORF112	-1	C20orf112
	C20ORF112	-1	C20orf112
NM_001178088	SYNJ2	1	SYNJ2
NM_003898	SYNJ2	1	SYNJ2
	SYNJ2	1	SYNJ2
	SYNJ2	1	SYNJ2
	SYNJ2	1	SYNJ2
	SYNJ2	1	SYNJ2
	SYNJ2	1	SYNJ2
	SYNJ2	1	SYNJ2
	SYNJ2	1	SYNJ2
		1	RP11-664I21.6
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
NM_017864	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
	INTS8	1	INTS8
NM_152722	HEPACAM	-1	HEPACAM
NM_001037558	HEPACAM	-1	HEPACAM
	HEPACAM	-1	HEPACAM
	HEPACAM	-1	HEPACAM
	HEPACAM	-1	HEPACAM
NM_002159	HTN1	1	HTN1
	HTN1	1	HTN1
NM_002159	HTN1	1	HTN1
	HTN1	1	HTN1
NM_021165	FAM5B	1	FAM5B
	FAM5B	1	FAM5B
	FAM5B	1	FAM5B
	FAM5B	1	FAM5B
		1	RP3-413H6.2
		-1	RP3-420J14.1
		-1	RP11-456H18.1
NM_006346	PIBF1	1	PIBF1
	PIBF1	1	PIBF1
	PIBF1	1	PIBF1
	PIBF1	1	PIBF1
	PIBF1	1	PIBF1
	PIBF1	1	PIBF1
	PIBF1	1	PIBF1
	PIBF1	1	PIBF1
		1	RP11-456H18.2
		1	CR936875.2
		-1	RP11-219G10.1
	TFIIH	1	GTF2H4
	TFIIH	1	GTF2H4
	TFIIH	1	GTF2H4
	TFIIH	1	GTF2H4
	TFIIH	1	GTF2H4
	TFIIH	1	GTF2H4
	TFIIH	1	GTF2H4
	GTF2H4	1	GTF2H4
	GTF2H4	1	GTF2H4
	GTF2H4	1	GTF2H4
	GTF2H4	1	GTF2H4
	GTF2H4	1	GTF2H4
	GTF2H4	1	GTF2H4
	GTF2H4	1	GTF2H4
NM_001037330	TRIM16L	1	TRIM16L
	TRIM16L	1	TRIM16L
NM_001037330	TRIM16L	1	TRIM16L
	TRIM16L	1	TRIM16L
	TRIM16L	1	TRIM16L
	COMMD5	-1	COMMD5
NM_014066	COMMD5	-1	COMMD5
NM_001081004	COMMD5	-1	COMMD5
NM_001081003	COMMD5	-1	COMMD5
NM_014066	COMMD5	-1	COMMD5
NM_001081004	COMMD5	-1	COMMD5
NM_001081003	COMMD5	-1	COMMD5
NM_014066	COMMD5	-1	COMMD5
NM_001081004	COMMD5	-1	COMMD5
NM_001081003	COMMD5	-1	COMMD5
	COMMD5	-1	COMMD5
	COMMD5	-1	COMMD5
		-1	RP11-219G10.2
		1	RP3-451B15.3
		1	RP11-219G10.3
		1	RP11-219G10.3
		1	RP11-219G10.3
		1	RP11-219G10.3
		1	RP11-219G10.3
		1	RP11-219G10.3
		1	RPL15P3
		1	RPL15P3
NM_174881	CRB3	1	CRB3
NM_139161	CRB3	1	CRB3
		-1	RP11-125M16.1
NM_001080392	KIAA1147	-1	KIAA1147
	KIAA1147	-1	KIAA1147
NM_001080392	LCHN	-1	KIAA1147
	LCHN	-1	KIAA1147
	NPEPPSL1	-1	RP11-1407O15.2
	NPEPPSL1	-1	RP11-1407O15.2
	NPEPPSL1	-1	RP11-1407O15.2
	NPEPPSL1	-1	RP11-1407O15.2
	NPEPPSL1	-1	RP11-1407O15.2
	NPEPPSL1	-1	RP11-1407O15.2
	NPEPPSL1	-1	RP11-1407O15.2
	NPEPPSL1	-1	RP11-1407O15.2
	NPEPPSL1	-1	RP11-1407O15.2
NM_002547	OPHN1	-1	OPHN1
	OPHN1	-1	OPHN1
	OPHN1	-1	OPHN1
	OPHN1	-1	OPHN1
	OPHN1	-1	OPHN1
	OPHN1	-1	OPHN1
	OPHN1	-1	OPHN1
		-1	RP1-257A7.4
		1	GFOD1-AS1
NM_002438	MRC1	1	MRC1
		1	SNX19P1
		1	RP11-501I19.4
NM_022645	CSH2	-1	CSH2
NM_020991	CSH2	-1	CSH2
NM_022644	CSH2	-1	CSH2
NM_022645	CSH1	-1	CSH2
NM_020991	CSH1	-1	CSH2
NM_022644	CSH1	-1	CSH2
		-1	OR4K11P
		1	AL023583.1
NM_004301	ACTL6A	1	ACTL6A
NM_178042	ACTL6A	1	ACTL6A
NM_177989	ACTL6A	1	ACTL6A
	ACTL6A	1	ACTL6A
	ACTL6A	1	ACTL6A
	ACTL6A	1	ACTL6A
	ACTL6A	1	ACTL6A
	ACTL6A	1	ACTL6A
	ACTL6A	1	ACTL6A
	ACTL6A	1	ACTL6A
	ACTL6A	1	ACTL6A
	ACTL6A	1	ACTL6A
	ACTL6A	1	ACTL6A
	ACTL6A	1	ACTL6A
	ACTL6A	1	ACTL6A
NM_178042	ACTL6A	1	ACTL6A
NM_177989	ACTL6A	1	ACTL6A
	DEAF1	-1	DEAF1
NM_021008	DEAF1	-1	DEAF1
	DEAF1	-1	DEAF1
	DEAF1	-1	DEAF1
	DEAF1	-1	DEAF1
	DEAF1	-1	DEAF1
	DEAF1	-1	DEAF1
	DEAF1	-1	DEAF1
	DEAF1	-1	DEAF1
	DEAF1	-1	DEAF1
	DEAF1	-1	DEAF1
	DEAF1	-1	DEAF1
	DEAF1	-1	DEAF1
	DEAF1	-1	DEAF1
	DEAF1	-1	DEAF1
		1	MRPL35P1
		1	AP001465.5
		1	RP3-380E11.2
		-1	RP11-359N11.1
		-1	OR4K12P
		-1	GABRR3
NM_001105580		-1	GABRR3
		-1	RP11-359N11.2
		-1	GRAMD4P1
		1	CXADRP1
NM_007213	PRAF2	-1	PRAF2
	PRAF2	-1	PRAF2
	PRAF2	-1	PRAF2
		1	FEM1AP1
		1	AL050303.7
NM_001135597	CCDC88A	-1	CCDC88A
NM_018084	CCDC88A	-1	CCDC88A
	CCDC88A	-1	CCDC88A
	CCDC88A	-1	CCDC88A
	CCDC88A	-1	CCDC88A
	CCDC88A	-1	CCDC88A
	CCDC88A	-1	CCDC88A
	CCDC88A	-1	CCDC88A
	CCDC88A	-1	CCDC88A
	CCDC88A	-1	CCDC88A
	CCDC88A	-1	CCDC88A
NM_001135597	CCDC88A	-1	CCDC88A
	CCDC88A	-1	CCDC88A
	CCDC88A	-1	CCDC88A
	RING5	1	SLC39A7
NM_001077516	RING5	1	SLC39A7
NM_006979	RING5	1	SLC39A7
	RING5	1	SLC39A7
	RING5	1	SLC39A7
	RING5	1	SLC39A7
	RING5	1	SLC39A7
	RING5	1	SLC39A7
	SLC39A7	1	SLC39A7
NM_001077516	SLC39A7	1	SLC39A7
NM_006979	SLC39A7	1	SLC39A7
	SLC39A7	1	SLC39A7
	SLC39A7	1	SLC39A7
	SLC39A7	1	SLC39A7
	SLC39A7	1	SLC39A7
	SLC39A7	1	SLC39A7
NM_005099	ADAMTS4	-1	ADAMTS4
	ADAMTS4	-1	ADAMTS4
	ADAMTS4	-1	ADAMTS4
NM_016589	C3ORF1	1	TIMMDC1
	C3ORF1	1	TIMMDC1
	C3ORF1	1	TIMMDC1
	C3ORF1	1	TIMMDC1
	C3ORF1	1	TIMMDC1
	C3ORF1	1	TIMMDC1
	C3ORF1	1	TIMMDC1
	C3ORF1	1	TIMMDC1
	C3ORF1	1	TIMMDC1
		-1	RP11-542P2.1
		-1	RP11-542P2.1
		-1	RP11-542P2.1
		-1	RP11-542P2.1
		-1	RP11-542P2.1
		-1	RP11-542P2.1
		-1	RP11-542P2.1
		-1	RP11-542P2.1
		-1	RP11-542P2.1
		1	TERF1P1
	ROM1	1	ROM1
	ROM1	1	ROM1
	ROM1	1	ROM1
NM_000327	ROM1	1	ROM1
	ROM1	1	ROM1
		1	AL109748.4
NM_016823	CRK	-1	CRK
NM_005206	CRK	-1	CRK
		-1	GXYLT1P2
		1	CNN2P7
		1	ZNF114P1
		-1	CYP4F29P
		-1	CYP4F29P
		-1	CYP4F29P
NM_144657	HDX	-1	HDX
NM_001177478	HDX	-1	HDX
NM_001177479	HDX	-1	HDX
NM_001177478	HDX	-1	HDX
NM_144657	HDX	-1	HDX
NM_001177479	HDX	-1	HDX
	HDX	-1	HDX
	HDX	-1	HDX
	HDX	-1	HDX
NM_001035534	FAM129B	-1	FAM129B
NM_022833	FAM129B	-1	FAM129B
	FAM129B	-1	FAM129B
	FAM129B	-1	FAM129B
	FAM129B	-1	FAM129B
	FAM129B	-1	FAM129B
	FAM129B	-1	FAM129B
	FAM129B	-1	FAM129B
NM_199227	METAP1D	1	METAP1D
	METAP1D	1	METAP1D
	METAP1D	1	METAP1D
	METAP1D	1	METAP1D
	METAP1D	1	METAP1D
	METAP1D	1	METAP1D
	METAP1D	1	METAP1D
	METAP1D	1	METAP1D
NM_012208	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	HARS2	1	HARS2
	R3HCC1	1	R3HCC1
	R3HCC1	1	R3HCC1
NM_001136108	R3HCC1	1	R3HCC1
NM_001136108	R3HCC1	1	R3HCC1
	R3HCC1	1	R3HCC1
	R3HCC1	1	R3HCC1
	R3HCC1	1	R3HCC1
	R3HCC1	1	R3HCC1
	R3HCC1	1	R3HCC1
	R3HCC1	1	R3HCC1
	SEC16B	-1	AL359075.1
NM_033127	SEC16B	-1	AL359075.1
	SEC16B	-1	AL359075.1
	SEC16B	-1	AL359075.1
	SEC16B	-1	AL359075.1
	SEC16B	-1	AL359075.1
	SEC16B	-1	AL359075.1
	SEC16B	-1	AL359075.1
	SEC16B	-1	AL359075.1
		-1	SNX18P13
		-1	ANKRD20A11P
		-1	ANKRD20A11P
		-1	ANKRD20A11P
		-1	ANKRD20A11P
		-1	ANKRD20A11P
		-1	ANKRD20A11P
	IMPDH1	-1	IMPDH1
	IMPDH1	-1	IMPDH1
NM_001142576	IMPDH1	-1	IMPDH1
NM_001142573	IMPDH1	-1	IMPDH1
NM_000883	IMPDH1	-1	IMPDH1
NM_001142574	IMPDH1	-1	IMPDH1
NM_001142575	IMPDH1	-1	IMPDH1
NM_001102605	IMPDH1	-1	IMPDH1
NM_183243	IMPDH1	-1	IMPDH1
	IMPDH1	-1	IMPDH1
NM_001142574	IMPDH1	-1	IMPDH1
	IMPDH1	-1	IMPDH1
	IMPDH1	-1	IMPDH1
	IMPDH1	-1	IMPDH1
	IMPDH1	-1	IMPDH1
	IMPDH1	-1	IMPDH1
	IMPDH1	-1	IMPDH1
	IMPDH1	-1	IMPDH1
	IMPDH1	-1	IMPDH1
NM_001142575	IMPDH1	-1	IMPDH1
NM_020975	RET	1	RET
	RET	1	RET
NM_020630	RET	1	RET
	RET	1	RET
	RET	1	RET
NM_000172	GNAT1	1	GNAT1
NM_144499	GNAT1	1	GNAT1
NM_000172	GNAT1	1	GNAT1
NM_144499	GNAT1	1	GNAT1
	GNAT1	1	GNAT1
	GNAT1	1	GNAT1
	GNAT1	1	GNAT1
		1	AC006372.5
